departement,code,inscrits,abstention,exprimes,blancs,candidat,nuance,voix,% exp.,statut,vainqueur
001,00101,82694,42064,39931,511,MALLET,MDM,13534,33.89346622924545,Bal.,MDM
001,00101,82694,42064,39931,511,BLATRIX-CONTAT,SOC,3687,9.233427662718189,non,MDM
001,00101,82694,42064,39931,511,LÉPAGNOT,EXG,293,0.7337657459116977,non,MDM
001,00101,82694,42064,39931,511,MARTIN ZEMLIK,FI,3874,9.701735493726678,non,MDM
001,00101,82694,42064,39931,511,BRETON,LR,10693,26.778693245849087,Bal.,MDM
001,00101,82694,42064,39931,511,CARLIER,DIV,247,0.618567028123513,non,MDM
001,00101,82694,42064,39931,511,RAIMONDO,ECO,562,1.4074278129773858,non,MDM
001,00101,82694,42064,39931,511,FONTAINE,COM,656,1.6428338884575893,non,MDM
001,00101,82694,42064,39931,511,BUISSON,FN,6174,15.461671383135908,non,MDM
001,00101,82694,42064,39931,511,BONNOT,DIV,211,0.5284115098544989,non,MDM
001,00102,93524,47295,45598,461,MICHAUD,FN,7553,16.56432299662266,non,MDM
001,00102,93524,47295,45598,461,COLIN,ECO,2874,6.302908022281679,non,MDM
001,00102,93524,47295,45598,461,LEMERRE,DLF,1149,2.5198473617263915,non,MDM
001,00102,93524,47295,45598,461,SAHIN,DIV,194,0.4254572568972323,non,MDM
001,00102,93524,47295,45598,461,BRULLAND,COM,676,1.4825211632089128,non,MDM
001,00102,93524,47295,45598,461,BEGUET,MDM,16371,35.90289047765253,Bal.,MDM
001,00102,93524,47295,45598,461,GOUTAGNY,EXG,303,0.6645028290714505,non,MDM
001,00102,93524,47295,45598,461,DE LA VERPILLIÈRE,LR,11182,24.523005394973463,Bal.,MDM
001,00102,93524,47295,45598,461,THIEBAUT,FI,4896,10.737313040045617,non,MDM
001,00102,93524,47295,45598,461,CHOMETTE,DIV,400,0.8772314575200666,non,MDM
001,00103,75615,40837,34008,353,BORNE,DIV,488,1.4349564808280404,non,REM
001,00103,75615,40837,34008,353,MERCIER,ECO,1496,4.398964949423665,non,REM
001,00103,75615,40837,34008,353,BLOCH,COM,431,1.2673488590919784,non,REM
001,00103,75615,40837,34008,353,GIVERNET,REM,15405,45.298165137614674,Bal.,REM
001,00103,75615,40837,34008,353,SACCHI-HASSANEIN,SOC,1468,4.316631380851564,non,REM
001,00103,75615,40837,34008,353,NOBLET,FN,3808,11.197365325805693,non,REM
001,00103,75615,40837,34008,353,PERNOD BEAUDON,LR,7281,21.409668313338038,Bal.,REM
001,00103,75615,40837,34008,353,JOLIE,FI,3064,9.009644789461303,non,REM
001,00103,75615,40837,34008,353,LAHY,EXG,147,0.4322512350035286,non,REM
001,00103,75615,40837,34008,353,GENTILE,DVG,59,0.17348859091978358,non,REM
001,00103,75615,40837,34008,353,MOZER,DIV,361,1.0615149376617266,non,REM
001,00104,89410,45645,43033,502,CHÊNE,RDG,2025,4.705690981339902,non,REM
001,00104,89410,45645,43033,502,PARTENSKY-LEIBMAN,ECO,1391,3.2324030395278043,non,REM
001,00104,89410,45645,43033,502,BILLOUDET,LR,7178,16.68022215509028,non,REM
001,00104,89410,45645,43033,502,ADAM,DIV,97,0.22540840750122,non,REM
001,00104,89410,45645,43033,502,TROMPILLE,REM,15492,36.000278855761856,Bal.,REM
001,00104,89410,45645,43033,502,LOUBIGNES,DIV,199,0.46243580507982246,non,REM
001,00104,89410,45645,43033,502,ANTOINETTE,DIV,232,0.5391211395905469,non,REM
001,00104,89410,45645,43033,502,VEILLEROT,DLF,860,1.9984662933097856,non,REM
001,00104,89410,45645,43033,502,HUGUET,FI,3426,7.9613320010224715,non,REM
001,00104,89410,45645,43033,502,CHAUSSAT,FN,7964,18.506727395254803,Bal.,REM
001,00104,89410,45645,43033,502,LUGA GIRAUD,UDI,3164,7.35249692096763,non,REM
001,00104,89410,45645,43033,502,LATTARD,COM,348,0.8086817093858202,non,REM
001,00104,89410,45645,43033,502,DRACOS,EXG,198,0.460112007064346,non,REM
001,00104,89410,45645,43033,502,SYMNIACOS,DIV,459,1.066623289103711,non,REM
001,00105,75364,38412,36407,368,BOULMÉ,EXG,121,0.33235366825061113,non,LR
001,00105,75364,38412,36407,368,SCHWANDER,SOC,1032,2.8346197159886835,non,LR
001,00105,75364,38412,36407,368,JUILLET,DLF,637,1.7496635262449527,non,LR
001,00105,75364,38412,36407,368,CHALON,FN,5599,15.378910649051006,non,LR
001,00105,75364,38412,36407,368,MEUDAN,DIV,398,1.093196363336721,non,LR
001,00105,75364,38412,36407,368,LARGERON,EXG,157,0.43123575136649545,non,LR
001,00105,75364,38412,36407,368,JACQUIER,FI,3759,10.32493751201692,non,LR
001,00105,75364,38412,36407,368,ARCHENY,DIV,231,0.6344933666602577,non,LR
001,00105,75364,38412,36407,368,ABAD,LR,12743,35.00151069849205,Bal.,LR
001,00105,75364,38412,36407,368,FERRI,COM,809,2.2221001455764,non,LR
001,00105,75364,38412,36407,368,PONTIER,ECO,1051,2.8868074820776224,non,LR
001,00105,75364,38412,36407,368,DE MEIRE,REM,9149,25.129782734089602,Bal.,LR
001,00105,75364,38412,36407,368,CETIN,DIV,721,1.980388386848683,non,LR
002,00201,72345,36770,34885,517,COULON,LR,5653,16.20467249534184,non,REM
002,00201,72345,36770,34885,517,FOURNIÉ TURQUIN,ECO,1306,3.7437293965887917,non,REM
002,00201,72345,36770,34885,517,BONO-VANDORME,REM,10043,28.788877741149495,Bal.,REM
002,00201,72345,36770,34885,517,PHILIPPOT,FN,9114,26.125842052458076,Bal.,REM
002,00201,72345,36770,34885,517,FERRAND,DLF,491,1.4074817256700587,non,REM
002,00201,72345,36770,34885,517,BOULAY,DIV,259,0.7424394438870574,non,REM
002,00201,72345,36770,34885,517,PERNELLE,EXG,424,1.2154221011896231,non,REM
002,00201,72345,36770,34885,517,KARIMET,SOC,4856,13.920022932492476,non,REM
002,00201,72345,36770,34885,517,CHAMBLAY,FI,2479,7.106206105776122,non,REM
002,00201,72345,36770,34885,517,GOBLET,DIV,260,0.745306005446467,non,REM
002,00202,73981,39857,33169,685,DIVE,LR,12099,36.47683077572432,Bal.,LR
002,00202,73981,39857,33169,685,ZANDITÉNAS,EXG,297,0.8954143929572793,non,LR
002,00202,73981,39857,33169,685,PINCHERELLE,SOC,2309,6.961319304169555,non,LR
002,00202,73981,39857,33169,685,BECOURT,COM,694,2.0923151135096023,non,LR
002,00202,73981,39857,33169,685,LEMPEREUR,FI,3457,10.422382344960655,non,LR
002,00202,73981,39857,33169,685,DAUBIN,ECO,163,0.491422713979921,non,LR
002,00202,73981,39857,33169,685,SAILLARD-MEUNIER,FN,8349,25.171093490910184,Bal.,LR
002,00202,73981,39857,33169,685,RIBEIRO,DVG,191,0.5758388857065333,non,LR
002,00202,73981,39857,33169,685,LOGRADA,DIV,103,0.31053091742289485,non,LR
002,00202,73981,39857,33169,685,CID,DIV,174,0.5245862100153759,non,LR
002,00202,73981,39857,33169,685,MAGNIEZ,ECO,721,2.1737164219602643,non,LR
002,00202,73981,39857,33169,685,GIRONDE,DIV,4005,12.074527420181495,non,LR
002,00202,73981,39857,33169,685,SEUBE,DLF,607,1.8300220085019143,non,LR
002,00203,68099,35369,31804,639,MORTET,FI,2352,7.395296189158597,non,FN
002,00203,68099,35369,31804,639,PARENT,ECO,767,2.4116463337944913,non,FN
002,00203,68099,35369,31804,639,BRICOUT,SOC,7556,23.758017859388755,Bal.,FN
002,00203,68099,35369,31804,639,HUSILLOS-CRESPO,MDM,5755,18.09520814991825,non,FN
002,00203,68099,35369,31804,639,THÉRY-HERMAIN,DIV,207,0.6508615268519683,non,FN
002,00203,68099,35369,31804,639,TORRE,DLF,1242,3.90516916111181,non,FN
002,00203,68099,35369,31804,639,VOISIN,EXG,358,1.1256445730096842,non,FN
002,00203,68099,35369,31804,639,GALL,COM,613,1.9274305118852975,non,FN
002,00203,68099,35369,31804,639,MARLOT,LR,4841,15.221355804301345,non,FN
002,00203,68099,35369,31804,639,HANSEN-CATTA,FN,8113,25.5093698905798,Bal.,FN
002,00204,79116,43878,34500,530,BECHTEL,DVG,2747,7.9623188405797105,non,REM
002,00204,79116,43878,34500,530,MESSIHA,FN,8010,23.217391304347824,Bal.,REM
002,00204,79116,43878,34500,530,CARREAU,COM,2427,7.034782608695653,non,REM
002,00204,79116,43878,34500,530,ROSELET,DIV,268,0.7768115942028985,non,REM
002,00204,79116,43878,34500,530,MEULEY,ECO,611,1.7710144927536233,non,REM
002,00204,79116,43878,34500,530,HEYVAERTS,FI,2995,8.681159420289855,non,REM
002,00204,79116,43878,34500,530,VITU,EXG,463,1.3420289855072465,non,REM
002,00204,79116,43878,34500,530,MARIOTTI,EXD,327,0.9478260869565217,non,REM
002,00204,79116,43878,34500,530,DELATTE,REM,9683,28.066666666666666,Bal.,REM
002,00204,79116,43878,34500,530,LÉTRILLART,LR,6969,20.200000000000003,non,REM
002,00205,82223,41864,39499,609,JOURDAIN,ECO,2426,6.141927643737817,non,REM
002,00205,82223,41864,39499,609,GÉRET,EXG,480,1.215220638497177,non,REM
002,00205,82223,41864,39499,609,FENARDJI,FI,3939,9.97240436466746,non,REM
002,00205,82223,41864,39499,609,KRABAL,REM,14206,35.965467480189375,Bal.,REM
002,00205,82223,41864,39499,609,MOYSE,UDI,3351,8.483759082508419,non,REM
002,00205,82223,41864,39499,609,MANSCOURT,DVD,3227,8.169827084229981,non,REM
002,00205,82223,41864,39499,609,SAPORI,DLF,764,1.9342261829413403,non,REM
002,00205,82223,41864,39499,609,DE VOYER,FN,10111,25.59811640801033,Bal.,REM
002,00205,82223,41864,39499,609,VACCA,DIV,727,1.8405529253905162,non,REM
002,00205,82223,41864,39499,609,LECLERC,DIV,268,0.6784981898275906,non,REM
003,00301,89663,42650,45676,877,POINAMBALOM,ECO,894,1.957264208774849,non,REM
003,00301,89663,42650,45676,877,AMATO,DIV,302,0.6611787371923986,non,REM
003,00301,89663,42650,45676,877,DOMECK,DIV,157,0.3437253699973728,non,REM
003,00301,89663,42650,45676,877,PÉRISSOL,LR,9248,20.24695682634206,non,REM
003,00301,89663,42650,45676,877,MALLOT,DVG,2034,4.453104474997811,non,REM
003,00301,89663,42650,45676,877,MOTTET,DVG,284,0.6217707329888782,non,REM
003,00301,89663,42650,45676,877,RIVIERE,REM,13267,29.045888431561433,Bal.,REM
003,00301,89663,42650,45676,877,COLLOT,EXG,460,1.0070934407566337,non,REM
003,00301,89663,42650,45676,877,ALEXANDRE,SOC,3079,6.740958052368859,non,REM
003,00301,89663,42650,45676,877,CIUCH,FN,4706,10.303003765653735,non,REM
003,00301,89663,42650,45676,877,DUFRÈGNE,COM,10349,22.657413083457396,Bal.,REM
003,00301,89663,42650,45676,877,BLACHE,DLF,896,1.9616428759085733,non,REM
003,00302,84584,41743,41473,909,BRIEN,SOC,4725,11.392954452294264,non,REM
003,00302,84584,41743,41473,909,DUGLÉRY,LR,9511,22.93299254936947,Bal.,REM
003,00302,84584,41743,41473,909,BOURDIER,FI,7510,18.10816675909628,non,REM
003,00302,84584,41743,41473,909,SÉGUIER,DVD,289,0.6968389072408555,non,REM
003,00302,84584,41743,41473,909,CAMUS,FN,4145,9.994454223229571,non,REM
003,00302,84584,41743,41473,909,DOMMANGET,DIV,199,0.4798302510066791,non,REM
003,00302,84584,41743,41473,909,GUILLAUMIN,ECO,786,1.8952089311118077,non,REM
003,00302,84584,41743,41473,909,RICHARD,DIV,70,0.16878451040435946,non,REM
003,00302,84584,41743,41473,909,CHATEL,DIV,495,1.1935476092879704,non,REM
003,00302,84584,41743,41473,909,PICARD,EXD,207,0.49911990933860584,non,REM
003,00302,84584,41743,41473,909,BUVAT,ECO,1325,3.1948496612253754,non,REM
003,00302,84584,41743,41473,909,VANCEUNEBROCK-MIALON,REM,10827,26.10614134497143,Bal.,REM
003,00302,84584,41743,41473,909,ROCHE,EXG,396,0.9548380874303763,non,REM
003,00302,84584,41743,41473,909,FOURNIER,DVD,281,0.6775492489089286,non,REM
003,00302,84584,41743,41473,909,DEMASSE,DLF,707,1.7047235550840305,non,REM
003,00303,79168,38788,39373,695,DE CHABANNES,RDG,5526,14.034998603103649,non,REM
003,00303,79168,38788,39373,695,DEMMEL,DIV,304,0.7721027099789195,non,REM
003,00303,79168,38788,39373,695,PEYROL,REM,13562,34.44492418662535,Bal.,REM
003,00303,79168,38788,39373,695,LEBEL,EXG,391,0.9930663144794657,non,REM
003,00303,79168,38788,39373,695,DEVOS,ECO,1982,5.0339064841388765,non,REM
003,00303,79168,38788,39373,695,MAQUIN,LR,7784,19.769893073933915,Bal.,REM
003,00303,79168,38788,39373,695,BECOUZE,DLF,909,2.308688695298809,non,REM
003,00303,79168,38788,39373,695,SIGAUD,FN,5226,13.273055139308662,non,REM
003,00303,79168,38788,39373,695,GHLAMALLAH,DIV,202,0.5130419322886242,non,REM
003,00303,79168,38788,39373,695,DUPUIS,FI,3311,8.409316028750666,non,REM
003,00303,79168,38788,39373,695,DE LONGEVILLE,EXD,176,0.44700683209305864,non,REM
004,00401,61143,29038,31092,682,POTIE,DIV,568,1.8268364852695225,non,REM
004,00401,61143,29038,31092,682,VITI-BERTIN,RDG,861,2.7692010806638363,non,REM
004,00401,61143,29038,31092,682,BOURJAC,DVD,1225,3.93992023671684,non,REM
004,00401,61143,29038,31092,682,ESMIOL,COM,1580,5.0816930400102915,non,REM
004,00401,61143,29038,31092,682,BARBARIN,ECO,401,1.2897208285089412,non,REM
004,00401,61143,29038,31092,682,GAZIELLO,FI,4736,15.232214074359964,non,REM
004,00401,61143,29038,31092,682,BAGARRY,REM,10640,34.22102148462627,Bal.,REM
004,00401,61143,29038,31092,682,ZAPARTY,EXG,137,0.44062781422874053,non,REM
004,00401,61143,29038,31092,682,CHARRIAU,ECO,1621,5.213559758137142,non,REM
004,00401,61143,29038,31092,682,BEAUMEYER,UDI,2295,7.381319953685836,non,REM
004,00401,61143,29038,31092,682,BOUVIER,DIV,227,0.7300913418242635,non,REM
004,00401,61143,29038,31092,682,BRUN,FN,5502,17.695870320339637,Bal.,REM
004,00401,61143,29038,31092,682,BAUDOUI MAUREL,DLF,1299,4.177923581628715,non,REM
004,00402,65326,30598,33961,517,CYVOCT,EXG,218,0.6419127823091193,non,REM
004,00402,65326,30598,33961,517,CASTEL,DVD,3861,11.368923176584907,non,REM
004,00402,65326,30598,33961,517,GINET,LR,1565,4.608227084008127,non,REM
004,00402,65326,30598,33961,517,CHUISANO,DLF,534,1.5723918612526133,non,REM
004,00402,65326,30598,33961,517,WALTER,FI,5622,16.554282853861782,Bal.,REM
004,00402,65326,30598,33961,517,CASTANER,REM,14957,44.04169488530962,Bal.,REM
004,00402,65326,30598,33961,517,GIRARD,FN,4611,13.57733871205206,non,REM
004,00402,65326,30598,33961,517,CYPRIANI-MOUTON,DVG,378,1.1130414298754454,non,REM
004,00402,65326,30598,33961,517,THIBAULT,COM,877,2.582373899472925,non,REM
004,00402,65326,30598,33961,517,RAZEAU,ECO,786,2.314419481169577,non,REM
004,00402,65326,30598,33961,517,HUE-COURTIN,DIV,316,0.9304790789434939,non,REM
004,00402,65326,30598,33961,517,BRAVARD,DIV,236,0.694914755160331,non,REM
005,00501,57754,27985,28994,569,COYRET,DVD,547,1.8865972270124856,non,REM
005,00501,57754,27985,28994,569,SARRUT,ECO,427,1.47271849348141,non,REM
005,00501,57754,27985,28994,569,GUIGNARD,EXG,160,0.5518383113747671,non,REM
005,00501,57754,27985,28994,569,ASSO,LR,4084,14.085672897840931,Bal.,REM
005,00501,57754,27985,28994,569,DEROIN,FN,3938,13.582120438711456,non,REM
005,00501,57754,27985,28994,569,BOURG,DIV,197,0.6794509208801821,non,REM
005,00501,57754,27985,28994,569,FLANDIN,FI,3548,12.237014554735461,non,REM
005,00501,57754,27985,28994,569,PASSERON,DIV,2317,7.991308546595848,non,REM
005,00501,57754,27985,28994,569,BERGER,SOC,3320,11.45064496102642,non,REM
005,00501,57754,27985,28994,569,BUCHLIN-SCHWENDEMANN,ECO,314,1.0829826860729805,non,REM
005,00501,57754,27985,28994,569,BOYER,REM,9258,31.93074429192247,Bal.,REM
005,00501,57754,27985,28994,569,VILLARD,COM,884,3.0489066703455885,non,REM
005,00502,52160,23236,28391,382,GIRAUD,REM,12566,44.260505089641086,Bal.,REM
005,00502,52160,23236,28391,382,ESPINOSA,DIV,146,0.5142474727906731,non,REM
005,00502,52160,23236,28391,382,EYMEOUD,UDI,3029,10.668873938924307,non,REM
005,00502,52160,23236,28391,382,TASSAUX,FI,3357,11.824169631221162,non,REM
005,00502,52160,23236,28391,382,ANTOINE,ECO,2224,7.833468352646966,non,REM
005,00502,52160,23236,28391,382,MURGIA,DVD,3683,12.972420837589377,Bal.,REM
005,00502,52160,23236,28391,382,DEMMEL,DIV,204,0.7185375647212144,non,REM
005,00502,52160,23236,28391,382,LEGUEM,FN,3034,10.686485153745906,non,REM
005,00502,52160,23236,28391,382,BUISSON,EXG,148,0.5212919587193124,non,REM
006,00601,80466,41029,38944,320,BA,ECO,388,0.9963023829087921,non,LR
006,00601,80466,41029,38944,320,RAZEAU,ECO,912,2.3418241577649956,non,LR
006,00601,80466,41029,38944,320,BOIZET,DIV,216,0.5546425636811833,non,LR
006,00601,80466,41029,38944,320,DAUGREILH,FN,4865,12.492296631059983,non,LR
006,00601,80466,41029,38944,320,REVERSO-MEINIETTI,REM,12599,32.35158175842235,Bal.,LR
006,00601,80466,41029,38944,320,CALVIFIORI,DLF,300,0.7703368940016434,non,LR
006,00601,80466,41029,38944,320,TAAM,DIV,217,0.5572103533278554,non,LR
006,00601,80466,41029,38944,320,CIOTTI,LR,13630,34.99897288414133,Bal.,LR
006,00601,80466,41029,38944,320,COTTA,DVD,197,0.5058545603944125,non,LR
006,00601,80466,41029,38944,320,MÉDUS,DVG,75,0.19258422350041085,non,LR
006,00601,80466,41029,38944,320,LIBRATI,SOC,1229,3.1558134757600658,non,LR
006,00601,80466,41029,38944,320,BENKEMOUN,EXG,200,0.5135579293344289,non,LR
006,00601,80466,41029,38944,320,INJEY,FI,4116,10.569022185702547,non,LR
006,00602,85504,44043,40644,630,COCHET,FN,9166,22.55191418167503,Bal.,REM
006,00602,85504,44043,40644,630,THOMAS,DIV,338,0.831611061903356,non,REM
006,00602,85504,44043,40644,630,NAFFATI,FI,3942,9.698848538529672,non,REM
006,00602,85504,44043,40644,630,CASSARINI,DVD,8,0.019683102056884165,non,REM
006,00602,85504,44043,40644,630,VALET,DVD,183,0.45025095955122524,non,REM
006,00602,85504,44043,40644,630,DOMBREVAL,REM,14364,35.34100974313552,Bal.,REM
006,00602,85504,44043,40644,630,FIORI,COM,1545,3.801299084735754,non,REM
006,00602,85504,44043,40644,630,REYNARD,ECO,1511,3.717645900993997,non,REM
006,00602,85504,44043,40644,630,SATTONNET,UDI,8546,21.02647377226651,non,REM
006,00602,85504,44043,40644,630,TROUCHE,DLF,771,1.8969589607322115,non,REM
006,00602,85504,44043,40644,630,BOUILLEAUX,EXG,270,0.6643046944198405,non,REM
006,00603,89137,48559,39890,458,ROUSSEL,REM,12727,31.905239408373028,Bal.,REM
006,00603,89137,48559,39890,458,LOUBET,DLF,739,1.8525946352469291,non,REM
006,00603,89137,48559,39890,458,BLACHE,DIV,235,0.5891200802206067,non,REM
006,00603,89137,48559,39890,458,CHESNEL-LE ROUX,ECO,1061,2.6598144898470797,non,REM
006,00603,89137,48559,39890,458,ANDRE,DVD,838,2.1007771371270993,non,REM
006,00603,89137,48559,39890,458,AKASBI,DIV,116,0.29079969917272497,non,REM
006,00603,89137,48559,39890,458,FONTANESI,DVD,707,1.7723740285785912,non,REM
006,00603,89137,48559,39890,458,ASIN,DVD,0,0,non,REM
006,00603,89137,48559,39890,458,SALLES,UDI,8176,20.496365003760342,non,REM
006,00603,89137,48559,39890,458,DI MASCIO,DIV,395,0.9902231135622963,non,REM
006,00603,89137,48559,39890,458,GILLI,DIV,452,1.1331160691902733,non,REM
006,00603,89137,48559,39890,458,VARDON,FN,8476,21.24843319127601,Bal.,REM
006,00603,89137,48559,39890,458,DECONDE,DIV,28,0.0701930308347957,non,REM
006,00603,89137,48559,39890,458,COULET,FI,4459,11.178240160441213,non,REM
006,00603,89137,48559,39890,458,PEREIRA,EXG,197,0.4938581098019553,non,REM
006,00603,89137,48559,39890,458,GALMICHE,SOC,1284,3.2188518425670596,non,REM
006,00604,85585,45690,39124,458,MALVAULT,DIV,1991,5.088947960331255,non,REM
006,00604,85585,45690,39124,458,CHIPOT,DLF,616,1.5744811368980676,non,REM
006,00604,85585,45690,39124,458,BECK,LR,8075,20.639505163071263,non,REM
006,00604,85585,45690,39124,458,LANQUAR-CASTIEL,ECO,933,2.3847254881913917,non,REM
006,00604,85585,45690,39124,458,ALBIN,COM,2310,5.904304263367754,non,REM
006,00604,85585,45690,39124,458,VARIN,DIV,407,1.0402821797362234,non,REM
006,00604,85585,45690,39124,458,VALETTA ARDISSON,REM,11045,28.230753501686944,Bal.,REM
006,00604,85585,45690,39124,458,MAIOLINO,DIV,258,0.6594417748696452,non,REM
006,00604,85585,45690,39124,458,ZAHAR,EXD,703,1.7968510377262037,non,REM
006,00604,85585,45690,39124,458,HOCHET,DIV,157,0.4012882118392802,non,REM
006,00604,85585,45690,39124,458,SECORDEL-MARTIN,ECO,684,1.7482874961660362,non,REM
006,00604,85585,45690,39124,458,MARKIEL,EXG,169,0.4319599222983335,non,REM
006,00604,85585,45690,39124,458,BRIAND,FI,2637,6.740108373376956,non,REM
006,00604,85585,45690,39124,458,BETTATI,FN,9139,23.35906349044065,Bal.,REM
006,00605,87903,48465,38285,789,ICART,DVD,286,0.7470288624787775,non,LR
006,00605,87903,48465,38285,789,BRUN,DIV,7192,18.785425101214575,non,LR
006,00605,87903,48465,38285,789,AGNELY,FN,8948,23.372077837273082,Bal.,LR
006,00605,87903,48465,38285,789,BEYL,ECO,611,1.595925297113752,non,LR
006,00605,87903,48465,38285,789,ZANCA,DIV,350,0.9141961603761264,non,LR
006,00605,87903,48465,38285,789,BRENIER,LR,11090,28.96695833877498,Bal.,LR
006,00605,87903,48465,38285,789,PELLEGRINI,FI,3978,10.390492359932088,non,LR
006,00605,87903,48465,38285,789,DELHEZ,DLF,868,2.2672064777327936,non,LR
006,00605,87903,48465,38285,789,LEFEVRE,DVD,72,0.18806321013451743,non,LR
006,00605,87903,48465,38285,789,BEN MOHAMED,DIV,397,1.036959644769492,non,LR
006,00605,87903,48465,38285,789,NEY,DIV,259,0.6765051586783336,non,LR
006,00605,87903,48465,38285,789,ALEXANDRE,EXG,182,0.4753820033955857,non,LR
006,00605,87903,48465,38285,789,ULLMANN,ECO,807,2.107875146924383,non,LR
006,00605,87903,48465,38285,789,KANDEL,DVD,1773,4.6310565495624925,non,LR
006,00605,87903,48465,38285,789,DEVIER,SOC,1472,3.844847851639023,non,LR
006,00606,78005,40864,36465,585,AUDIN,MDM,12047,33.03715891951186,Bal.,MDM
006,00606,78005,40864,36465,585,DOLCIANI,DLF,920,2.522967228849582,non,MDM
006,00606,78005,40864,36465,585,MARCHESE,ECO,686,1.8812559989030575,non,MDM
006,00606,78005,40864,36465,585,MARCEAU,DIV,243,0.6663924310983134,non,MDM
006,00606,78005,40864,36465,585,SALIBA,FN,7526,20.638968874262993,non,MDM
006,00606,78005,40864,36465,585,TÉALDI,COM,590,1.6179898532839707,non,MDM
006,00606,78005,40864,36465,585,SAJAN,DIV,464,1.2724530371589196,non,MDM
006,00606,78005,40864,36465,585,SACHÉ GROUÈS,DIV,120,0.3290826820238585,non,MDM
006,00606,78005,40864,36465,585,GAILLARD,SOC,568,1.5576580282462635,non,MDM
006,00606,78005,40864,36465,585,TRASTOUR-ISNART,LR,10010,27.450980392156865,Bal.,MDM
006,00606,78005,40864,36465,585,COUSINIÉ,DIV,175,0.4799122446181269,non,MDM
006,00606,78005,40864,36465,585,BARTOLI,EXG,114,0.3126285479226656,non,MDM
006,00606,78005,40864,36465,585,ROBBE,DIV,25,0.06855889208830386,non,MDM
006,00606,78005,40864,36465,585,HELFTER-NOAH,FI,2416,6.625531331413684,non,MDM
006,00606,78005,40864,36465,585,PARISE,ECO,561,1.5384615384615385,non,MDM
006,00607,92905,47816,44342,631,DEBORDE,ECO,1535,3.46172928600424,non,LR
006,00607,92905,47816,44342,631,PAUGET,LR,14279,32.20197555365117,Bal.,LR
006,00607,92905,47816,44342,631,DUMAS,COM,1138,2.5664155879301793,non,LR
006,00607,92905,47816,44342,631,BITOUZÉ,DVG,227,0.511929998646881,non,LR
006,00607,92905,47816,44342,631,CARENZO,FI,3182,7.176040773984033,non,LR
006,00607,92905,47816,44342,631,PACOREL,DIV,294,0.6630282801858284,non,LR
006,00607,92905,47816,44342,631,MORI,DLF,964,2.174011095575301,non,LR
006,00607,92905,47816,44342,631,GILLARD,ECO,335,0.7554914076947363,non,LR
006,00607,92905,47816,44342,631,TIVOLI,FN,6718,15.150421722069371,non,LR
006,00607,92905,47816,44342,631,PETARD,EXG,136,0.3067069595417437,non,LR
006,00607,92905,47816,44342,631,NEDONSEL,DVD,529,1.1929998646881061,non,LR
006,00607,92905,47816,44342,631,VALLADE,ECO,780,1.7590546209011773,non,LR
006,00607,92905,47816,44342,631,BEN ABDERRAHMANE,REM,14225,32.08019484912724,Bal.,LR
006,00608,81989,45439,35886,517,KESSLER,FN,7363,20.517750654851476,non,REM
006,00608,81989,45439,35886,517,BAYLE,DVD,414,1.1536532352449422,non,REM
006,00608,81989,45439,35886,517,BIATOUR,DLF,530,1.4768990692749262,non,REM
006,00608,81989,45439,35886,517,VILLON,ECO,228,0.6353452599899682,non,REM
006,00608,81989,45439,35886,517,PECOUT,EXG,119,0.33160564008248344,non,REM
006,00608,81989,45439,35886,517,VARD,FI,2264,6.308866967619685,non,REM
006,00608,81989,45439,35886,517,GRISON,DIV,163,0.4542161288524773,non,REM
006,00608,81989,45439,35886,517,BABU,SOC,664,1.8503037396199074,non,REM
006,00608,81989,45439,35886,517,BUERCH,REM,11199,31.20715599398094,Bal.,REM
006,00608,81989,45439,35886,517,BROCHAND,LR,10919,30.42690742908098,Bal.,REM
006,00608,81989,45439,35886,517,TORRES,ECO,675,1.880956361812406,non,REM
006,00608,81989,45439,35886,517,KAHN,ECO,539,1.501978487432425,non,REM
006,00608,81989,45439,35886,517,LEMPEREUR,DIV,47,0.13097029482249345,non,REM
006,00608,81989,45439,35886,517,DESPEGHEL,ECO,374,1.0421891545449478,non,REM
006,00608,81989,45439,35886,517,SCHOUVER,COM,388,1.081201582789946,non,REM
006,00609,79934,42083,37300,451,PAVARD,FN,6815,18.27077747989276,non,REM
006,00609,79934,42083,37300,451,CLEMENTE,COM,489,1.3109919571045576,non,REM
006,00609,79934,42083,37300,451,FRESSIGNAUD,EXG,117,0.3136729222520107,non,REM
006,00609,79934,42083,37300,451,BURGAUD,DLF,623,1.6702412868632708,non,REM
006,00609,79934,42083,37300,451,PAUCHET,DIV,227,0.6085790884718498,non,REM
006,00609,79934,42083,37300,451,CHÉREL,ECO,1060,2.841823056300268,non,REM
006,00609,79934,42083,37300,451,FILLEBEEN,REM,12869,34.50134048257373,Bal.,REM
006,00609,79934,42083,37300,451,LEBLANC,FI,2580,6.916890080428955,non,REM
006,00609,79934,42083,37300,451,BROSSY,DIV,144,0.386058981233244,non,REM
006,00609,79934,42083,37300,451,TABAROT,LR,10912,29.254691689008045,Bal.,REM
006,00609,79934,42083,37300,451,DUCREUX,ECO,703,1.8847184986595173,non,REM
006,00609,79934,42083,37300,451,ACACIO,SOC,761,2.0402144772117965,non,REM
007,00701,77927,37950,38978,720,GAILLARD SANCHEZ,FI,5141,13.189491508030171,non,REM
007,00701,77927,37950,38978,720,VANDER DONCKT,EXG,272,0.697829544871466,non,REM
