BUREAU DE VOTE,DEPARTEMENT,ARNAUD MONTEBOURG,MARTINE AUBRY,JEAN-MICHEL BAYLET,MANUEL VALLS,FRANCOIS HOLLANDE,SEGOLENE ROYAL,VOTES BLANCS,VOTES NULS
300028,30,17,28,0,7,27,16,0,0
300029,30,15,11,0,1,23,7,0,0
300030,30,24,39,0,11,50,12,0,1
300031,30,50,57,2,23,74,24,0,0
300032,30,50,58,3,19,92,21,0,1
300033,30,27,24,2,15,77,16,0,0
300034,30,19,29,0,7,44,11,0,0
300035,30,21,18,0,8,26,4,0,0
300036,30,17,19,2,10,30,5,0,1
300037,30,50,68,1,25,105,25,0,0
300038,30,39,37,0,29,85,16,0,0
300039,30,18,52,0,22,70,12,0,1
300040,30,21,32,0,9,71,9,0,0
300041,30,19,34,0,9,66,12,0,0
300042,30,54,48,2,17,183,36,0,1
300043,30,38,52,1,12,115,28,0,1
300044,30,21,19,1,3,56,11,0,0
300045,30,22,37,0,12,51,19,0,0
300046,30,24,30,0,11,48,19,0,0
300047,30,51,90,1,28,123,19,1,4
300048,30,21,36,0,22,56,8,0,0
300049,30,31,46,0,13,99,22,0,0
300050,30,32,20,0,9,68,16,0,0
300051,30,125,150,0,41,231,37,0,0
300052,30,72,96,5,34,139,35,1,0
300053,30,87,82,3,26,146,37,0,0
300054,30,80,67,11,17,168,33,0,0
300055,30,55,63,4,16,161,25,0,1
300056,30,83,112,6,43,309,60,0,4
300057,30,51,48,3,12,102,15,1,0
300058,30,10,18,0,12,58,9,0,0
300059,30,43,40,0,17,90,27,0,0
300060,30,31,36,1,14,82,17,0,0
300061,30,31,25,1,11,82,7,0,0
300062,30,60,69,5,24,159,34,1,0
300063,30,30,40,1,8,64,17,0,0
300064,30,64,98,0,19,140,21,0,1
300065,30,38,49,0,15,80,14,0,1
300066,30,31,29,0,12,67,11,0,0
300067,30,52,63,1,11,97,23,0,2
300068,30,51,51,0,22,94,20,0,0
300069,30,49,54,1,15,99,14,0,0
300070,30,57,91,2,20,87,29,3,3
300071,30,54,63,1,15,99,18,0,0
300072,30,23,26,0,3,62,13,0,0
300073,30,73,75,1,27,150,29,2,0
300074,30,53,53,0,13,53,22,0,0
300075,30,88,43,2,24,110,31,0,2
300076,30,82,69,2,24,127,19,0,2
300077,30,26,30,0,2,36,9,0,1
300078,30,78,72,1,14,154,27,0,3
300079,30,41,30,0,7,57,8,0,0
300080,30,48,54,1,18,89,8,1,0
300081,30,52,78,1,12,132,11,1,0
300082,30,2,14,0,3,18,2,0,1
300083,30,15,1,0,6,29,1,0,0
300084,30,5,29,0,3,21,3,0,0
300085,30,55,57,2,24,128,25,0,1
300086,30,44,66,0,14,90,11,0,0
300087,30,37,32,0,4,40,13,0,0
300088,30,11,12,0,3,33,6,0,0
300089,30,31,25,1,14,73,12,0,2
300090,30,36,36,0,7,80,15,0,1
300091,30,81,85,1,25,122,36,0,1
300092,30,45,49,0,7,63,6,1,0
300093,30,46,51,1,6,68,10,0,2
300094,30,22,21,0,4,15,13,0,0
300095,30,23,23,0,2,13,3,0,0
300096,30,33,32,1,3,92,24,0,0
300097,30,30,50,7,5,135,36,0,1
300098,30,31,39,2,3,69,14,0,0
300099,30,53,80,2,21,145,16,2,1
300100,30,17,24,0,12,42,7,0,0
300101,30,48,80,2,19,112,23,0,0
300102,30,52,75,0,27,158,30,0,1
300103,30,57,71,0,17,96,25,0,1
300104,30,52,45,3,24,97,23,0,0
300105,30,27,47,1,9,60,9,0,0
300106,30,15,21,1,2,61,11,1,0
300107,30,92,116,5,23,163,35,0,0
300108,30,47,53,2,15,87,5,0,0
300109,30,52,70,2,8,108,15,0,0
300110,30,54,88,3,25,99,19,0,0
300111,30,10,30,0,11,29,10,0,0
300112,30,58,62,1,14,62,12,0,1
300113,30,140,224,9,61,268,51,1,0
300114,30,52,60,0,21,85,33,0,1
300115,30,56,66,2,16,100,19,0,1
300116,30,52,212,2,17,118,13,1,0
300117,30,32,53,3,12,66,23,0,1
300118,30,13,7,0,5,30,8,0,1
300119,30,53,89,1,12,103,21,0,1
300120,30,60,72,3,13,76,19,0,0
300121,30,43,42,1,21,65,12,0,1
300122,30,55,57,1,18,141,14,0,0
300123,30,29,59,1,17,76,23,0,0
300124,30,26,21,1,6,62,6,1,2
300125,30,29,31,0,7,39,18,0,0
300126,30,57,61,0,12,77,10,0,1
300127,30,17,31,1,8,38,5,0,0
300128,30,12,36,0,1,31,1,0,1
300129,30,106,127,1,32,176,38,1,0
300130,30,31,29,3,23,64,13,0,1
300131,30,14,9,0,3,26,2,0,0
300132,30,24,19,2,6,44,2,0,0
300133,30,43,49,6,49,137,21,0,0
300134,30,13,30,1,26,73,13,2,1
300135,30,34,61,3,9,84,24,0,0
300136,30,39,39,2,10,92,24,0,0
300137,30,33,61,2,6,68,17,0,4
300138,30,50,35,1,12,72,10,0,0
310001,31,72,117,10,20,220,39,0,1
310002,31,65,91,4,12,140,24,1,3
310003,31,76,91,6,32,135,23,1,0
310004,31,58,97,2,17,129,22,0,1
310005,31,76,147,5,23,240,31,1,0
310006,31,78,136,3,26,197,40,0,1
310007,31,52,67,4,12,162,22,1,2
310008,31,34,62,3,17,110,13,0,3
310009,31,83,151,9,39,199,27,0,1
310010,31,64,155,7,35,197,42,1,1
310011,31,52,103,4,24,116,29,0,1
310012,31,47,98,5,18,122,24,1,2
310013,31,43,93,2,16,121,24,0,0
310014,31,81,120,5,25,190,35,0,1
310015,31,43,54,1,14,77,15,0,2
310016,31,50,77,6,8,159,51,1,1
310017,31,35,90,2,14,148,26,4,4
310018,31,86,153,2,19,214,32,0,0
310019,31,112,138,7,27,168,46,0,3
310020,31,74,78,1,18,146,35,4,0
310021,31,45,62,0,7,70,11,1,0
310022,31,113,159,6,22,196,29,0,2
310023,31,101,192,2,30,227,34,1,2
310024,31,94,157,2,27,232,42,0,1
310025,31,72,118,1,29,141,28,0,1
310026,31,64,122,1,30,167,29,0,2
310027,31,125,168,5,53,266,31,1,0
310028,31,144,214,5,45,269,38,1,0
310029,31,83,115,8,11,204,37,0,4
310030,31,58,74,3,16,152,22,0,3
310031,31,68,136,3,15,121,30,0,1
310032,31,98,97,4,14,182,41,2,2
310033,31,56,83,2,16,114,37,0,0
310034,31,59,71,0,24,110,23,0,2
310035,31,55,105,2,22,186,17,0,1
310036,31,38,80,10,17,112,26,0,1
310037,31,67,119,7,29,214,23,0,0
310038,31,67,96,5,26,192,30,0,1
310039,31,18,13,3,0,58,12,0,0
310040,31,32,51,4,5,62,9,3,0
310041,31,70,112,10,28,154,17,0,0
310042,31,29,30,2,12,63,11,0,0
310043,31,71,125,5,35,257,47,0,5
310044,31,69,80,4,22,162,35,1,1
310045,31,39,62,0,17,92,12,0,2
310046,31,21,48,0,10,74,7,0,0
310047,31,65,73,5,10,166,31,1,1
310048,31,77,122,4,20,159,22,0,1
310049,31,72,83,1,20,147,14,0,1
310050,31,68,131,4,36,206,36,0,1
310051,31,53,81,0,18,105,15,0,0
310052,31,88,151,2,23,177,32,2,2
310053,31,42,117,1,28,146,17,0,1
310054,31,46,124,1,28,170,16,1,1
310055,31,82,121,6,27,185,38,0,5
310056,31,80,142,5,24,219,27,1,1
310057,31,57,87,3,14,98,19,0,0
310058,31,69,105,2,15,133,15,1,0
310059,31,104,153,4,31,161,32,0,0
310060,31,72,83,1,29,188,38,0,1
310061,31,38,59,1,16,84,19,0,0
310062,31,28,27,2,12,37,8,0,2
310063,31,69,121,3,20,167,42,0,2
310064,31,173,244,15,56,322,44,0,8
310065,31,81,115,5,31,188,31,0,3
310066,31,67,103,0,14,117,16,0,0
310067,31,105,205,3,29,215,27,0,1
310068,31,38,81,2,12,94,22,0,0
310069,31,89,113,7,17,231,36,0,4
310070,31,43,84,6,9,98,17,0,0
310071,31,32,65,6,6,98,13,0,1
310072,31,16,45,5,9,68,10,0,0
310073,31,86,118,14,24,174,24,0,0
310074,31,48,90,7,24,141,14,0,0
310075,31,66,71,3,27,143,37,0,4
310076,31,39,66,1,14,120,26,0,0
310077,31,92,154,6,30,240,43,2,0
310078,31,107,124,3,27,145,22,0,1
310079,31,33,69,5,13,103,19,0,0
310080,31,36,65,1,9,72,20,0,2
310081,31,19,34,2,9,37,3,0,0
310082,31,24,26,0,2,20,7,0,0
310083,31,54,86,3,31,158,19,2,0
310084,31,39,59,13,17,94,15,2,2
310085,31,25,65,2,4,77,25,0,2
310086,31,105,162,1,35,277,62,1,0
310087,31,70,70,7,19,122,22,0,1
310088,31,101,106,5,39,219,26,0,3
310089,31,54,89,6,29,162,23,0,1
310090,31,43,61,5,11,96,13,2,0
310091,31,29,78,3,4,55,10,0,0
310092,31,67,90,3,16,132,33,1,1
310093,31,14,35,0,4,51,11,1,0
310094,31,44,57,1,10,83,10,1,2
310095,31,43,88,28,11,102,29,1,0
310096,31,69,80,8,22,95,17,0,2
310097,31,60,85,13,25,128,23,6,0
310098,31,18,27,2,7,27,10,1,0
310099,31,56,69,5,13,165,19,1,1
310100,31,66,99,9,24,217,42,0,3
310101,31,70,108,8,25,194,29,0,0
310102,31,83,104,0,16,190,32,1,0
310103,31,47,81,1,13,184,38,2,2
310104,31,58,96,1,25,179,28,0,4
310105,31,85,137,6,22,219,34,0,1
310106,31,44,66,0,10,100,24,0,1
310107,31,76,102,2,26,148,43,1,0
310108,31,49,71,1,26,126,20,1,1
310109,31,48,72,7,10,104,28,0,1
310110,31,53,85,1,13,96,9,2,2
310111,31,82,177,4,28,199,41,0,3
310112,31,103,191,3,44,187,38,2,0
310113,31,49,123,1,25,140,24,0,0
310114,31,81,154,3,45,154,23,0,1
310115,31,59,123,2,16,141,28,0,0
310116,31,59,138,10,10,155,28,0,2
310117,31,41,89,14,25,100,17,1,0
310118,31,80,112,16,28,123,31,0,0
310119,31,42,82,4,14,102,31,0,1
310120,31,51,67,1,10,128,13,0,3
310121,31,75,69,3,17,104,15,1,0
310122,31,107,155,8,43,388,41,1,7
310123,31,74,121,4,13,181,30,0,0
310124,31,15,14,3,9,39,6,0,0
310125,31,14,21,2,10,64,24,0,0
310126,31,21,28,0,7,43,10,0,0
310127,31,5,17,1,0,19,5,0,0
310128,31,7,14,0,1,33,7,0,0
310129,31,21,16,0,3,19,1,0,0
310130,31,9,19,0,1,29,6,0,0
310131,31,3,5,0,0,10,0,0,1
310132,31,48,143,3,34,160,19,0,1
310133,31,63,107,2,47,158,29,2,2
310134,31,87,154,1,63,245,36,1,0
310135,31,51,126,9,31,172,24,0,0
310136,31,63,123,2,33,180,49,0,0
310137,31,104,160,5,19,217,29,0,2
310138,31,124,215,9,48,261,42,0,1
310139,31,64,96,9,22,149,27,0,5
310140,31,63,97,3,20,182,26,1,3
310141,31,41,71,1,16,113,23,0,0
310142,31,67,113,3,41,200,19,1,2
310143,31,61,113,1,23,145,22,0,1
310144,31,70,114,6,37,164,33,4,0
310145,31,91,147,6,25,206,36,0,2
310146,31,72,121,5,30,182,28,0,0
310147,31,75,140,2,24,199,36,3,0
310148,31,71,80,1,17,144,30,0,0
310149,31,55,82,1,14,116,21,0,1
310150,31,43,66,5,15,104,17,0,5
310151,31,29,44,1,20,77,19,0,0
310152,31,99,161,4,30,221,31,0,1
310153,31,115,197,1,33,276,47,0,0
310154,31,21,76,0,14,95,16,1,0
310155,31,60,115,3,22,181,37,0,2
310156,31,42,115,1,20,150,28,0,0
310157,31,84,123,1,29,199,34,0,2
310158,31,43,73,2,11,158,18,0,1
310159,31,30,43,2,6,112,18,0,1
310160,31,28,41,2,12,60,14,0,0
310161,31,134,231,6,46,212,51,0,1
310162,31,101,215,0,23,189,26,0,1
310163,31,123,239,2,27,195,42,0,1
310164,31,118,171,5,43,156,30,0,3
310165,31,117,207,3,30,169,31,0,0
310166,31,117,209,6,36,164,22,0,1
310167,31,136,217,5,45,159,29,0,2
310168,31,86,124,3,20,114,28,0,2
310169,31,170,212,4,25,212,34,0,0
310170,31,72,131,6,19,124,19,0,1
310171,31,72,113,0,16,138,11,0,2
310172,31,93,129,2,17,138,36,0,1
310173,31,57,127,2,26,119,22,0,0
310174,31,80,188,7,39,172,38,1,0
310175,31,82,132,7,25,136,24,0,0
310176,31,69,117,2,13,132,25,0,1
310177,31,78,100,2,25,141,28,0,5
310178,31,104,197,3,34,134,34,0,1
310179,31,131,204,4,34,136,32,0,4
310180,31,129,210,3,47,169,30,1,0
310181,31,180,258,6,45,260,54,0,0
310182,31,94,154,1,21,139,35,2,0
310183,31,102,122,1,14,118,26,0,1
310184,31,111,189,6,36,177,40,0,0
310185,31,99,155,4,31,159,30,0,2
310186,31,44,70,4,12,108,17,0,2
310187,31,103,187,8,49,186,51,0,2
310188,31,75,117,4,23,130,35,0,1
310189,31,84,108,2,22,143,31,0,1
310190,31,50,116,3,37,165,24,0,1
310191,31,80,148,3,28,188,49,0,0
310192,31,115,213,0,34,196,33,0,2
310193,31,61,133,5,15,119,25,0,3
310194,31,35,72,0,10,83,42,1,0
310195,31,46,103,1,15,87,27,0,0
310196,31,44,64,3,13,98,23,0,0
310197,31,31,84,0,10,91,16,0,1
310198,31,65,111,0,12,164,49,0,7
310199,31,70,75,3,12,126,69,0,2
310200,31,33,62,5,3,58,35,0,0
310201,31,80,114,3,24,208,41,0,0
310202,31,64,109,2,11,127,26,0,0
310203,31,71,112,4,19,144,26,0,3
310204,31,105,157,2,26,164,27,0,3
310205,31,103,166,3,28,192,44,0,2
310206,31,65,129,5,18,127,28,0,2
310207,31,40,80,4,20,108,25,1,0
310208,31,96,149,3,28,208,30,0,0
310209,31,113,180,4,32,186,56,0,1
310210,31,59,94,8,15,165,23,0,1
310211,31,107,239,6,27,188,38,0,2
310212,31,70,118,1,14,109,21,1,0
310213,31,228,313,6,41,307,71,2,0
320001,32,34,39,1,5,51,19,0,2
320002,32,46,68,4,10,86,20,0,1
320003,32,85,118,8,27,188,34,0,0
320004,32,23,28,1,4,43,16,0,0
320005,32,47,77,12,10,95,16,0,2
320006,32,47,71,5,18,113,19,0,3
320007,32,39,62,3,15,118,30,1,0
320008,32,30,78,1,5,67,19,0,1
320009,32,65,121,1,16,167,32,0,4
320010,32,56,97,10,18,126,31,2,0
320011,32,70,126,2,29,125,25,2,0
320012,32,86,113,4,17,132,29,0,0
320013,32,40,60,0,4,69,16,0,0
320014,32,28,70,3,6,79,21,0,1
320015,32,30,60,1,11,88,6,1,1
320016,32,34,45,0,7,59,15,1,1
320017,32,41,71,0,10,100,26,0,0
320018,32,69,74,3,9,97,27,0,0
320019,32,37,53,16,5,103,17,0,2
320020,32,25,54,25,8,80,22,0,0
320022,32,24,25,3,1,38,5,0,0
320023,32,23,62,7,7,108,28,0,0
320024,32,59,61,1,6,75,18,0,2
320025,32,35,69,1,13,83,15,0,4
320026,32,21,56,0,4,65,16,0,0
320027,32,29,59,8,14,108,21,0,2
320028,32,26,40,1,8,43,16,0,0
320029,32,60,96,2,16,121,27,0,2
320030,32,65,113,4,24,176,23,0,5
320031,32,34,68,1,8,51,11,0,0
320032,32,61,87,2,6,104,23,2,0
320033,32,38,93,2,10,86,29,1,0
320034,32,26,37,6,4,39,8,0,4
320035,32,55,73,2,5,120,23,2,0
320036,32,45,35,1,10,93,42,0,2
320037,32,41,75,0,9,71,23,0,1
320038,32,22,74,0,7,67,10,0,0
320039,32,45,55,5,14,96,22,0,1
320040,32,40,60,1,10,80,22,0,2
320041,32,18,34,0,0,46,13,0,0
320042,32,41,81,1,5,99,22,0,2
320043,32,61,77,0,20,149,23,0,0
320044,32,26,41,0,4,74,7,0,0
320045,32,26,51,3,7,102,16,1,0
320046,32,19,34,1,4,52,9,1,0
320047,32,15,22,0,2,33,10,3,0
320048,32,46,84,1,4,46,11,0,0
320049,32,21,45,1,6,55,2,0,1
320050,32,26,40,2,2,66,45,0,0
320051,32,31,48,2,11,60,13,0,0
320052,32,19,47,0,7,33,6,0,0
320053,32,28,34,0,1,66,22,0,0
330001,33,29,36,1,8,92,23,0,1
330002,33,30,44,0,10,76,13,0,2
330003,33,37,45,0,7,81,24,0,1
330004,33,23,40,0,6,76,18,1,0
330005,33,45,128,5,11,160,45,2,0
330006,33,71,116,3,26,174,32,0,0
330007,33,31,91,0,29,105,12,0,0
330008,33,42,88,1,12,131,12,0,0
330009,33,25,71,1,23,113,15,0,0
330010,33,23,33,0,6,55,10,0,0
330011,33,49,76,1,22,93,28,0,0
330012,33,24,68,0,7,70,14,0,2
330013,33,53,112,2,16,164,23,0,0
330014,33,55,127,5,30,134,26,0,1
330015,33,76,102,2,18,179,32,0,0
330016,33,21,38,0,3,43,14,0,2
330017,33,37,49,0,5,101,22,0,2
330018,33,29,49,0,6,56,8,0,0
330019,33,42,57,0,6,90,20,0,1
330020,33,49,47,1,5,60,12,0,1
330021,33,38,51,2,4,55,9,0,1
330022,33,74,157,1,14,188,35,0,1
330023,33,82,111,2,5,144,29,0,1
330024,33,48,84,2,14,103,15,1,1
330025,33,26,39,0,6,99,21,1,0
330026,33,98,171,2,22,221,49,0,0
330027,33,38,66,2,10,109,10,0,0
330028,33,46,106,4,22,137,46,0,0
330029,33,51,106,1,11,120,35,0,0
330030,33,53,85,0,14,90,27,1,0
330031,33,64,100,2,21,175,111,0,3
330032,33,20,54,1,2,50,21,0,3
330033,33,64,104,0,13,156,38,0,2
330034,33,33,38,0,6,62,25,0,0
330035,33,47,68,2,10,105,19,0,0
330036,33,40,61,1,9,102,27,0,0
330037,33,84,163,4,40,240,34,0,2
330038,33,43,72,3,17,82,20,1,0
330039,33,44,71,0,8,92,22,1,0
330040,33,95,192,3,29,274,73,0,8
330041,33,47,71,1,18,134,23,0,1
330042,33,46,84,0,11,107,20,0,3
330043,33,42,67,0,13,133,6,0,1
330044,33,41,67,1,10,98,17,1,0
330045,33,88,180,1,29,220,30,0,3
330046,33,16,32,0,4,53,11,0,0
330047,33,15,41,0,4,64,7,0,0
330048,33,16,43,0,9,45,5,0,0
330049,33,34,34,0,15,110,19,0,0
330050,33,32,66,2,12,72,17,0,1
330051,33,14,28,0,1,30,6,0,0
330052,33,39,135,1,13,169,48,0,2
330053,33,57,148,0,11,191,45,3,3
330054,33,77,124,0,31,230,56,0,0
330055,33,54,102,1,28,163,39,0,1
330056,33,43,75,1,15,143,15,0,0
330057,33,36,72,0,12,91,24,0,1
330058,33,33,52,1,15,64,21,0,3
330059,33,48,87,1,12,95,15,0,0
330060,33,42,51,4,7,87,15,0,1
330061,33,33,37,0,6,72,14,0,0
330062,33,46,43,1,10,89,15,0,0
330063,33,34,39,2,7,61,25,0,1
330064,33,28,19,0,4,19,8,0,0
330065,33,13,8,0,6,12,3,0,0
330066,33,33,44,0,4,65,34,2,0
330067,33,14,21,0,6,55,16,1,0
330068,33,71,86,5,15,156,33,0,1
330069,33,83,128,1,28,193,35,0,0
330070,33,50,81,2,18,114,25,0,1
330071,33,49,82,0,19,129,15,0,1
330072,33,47,92,0,14,119,25,0,1
330073,33,38,61,0,15,86,18,0,0
330074,33,31,36,0,7,78,11,0,1
330075,33,40,52,2,13,108,6,0,0
330076,33,60,92,2,21,148,25,0,1
330077,33,46,65,0,17,100,11,1,1
330078,33,89,187,1,30,255,36,0,3
330079,33,12,28,1,4,62,9,0,0
330080,33,105,139,0,20,200,44,0,2
330081,33,76,119,1,23,159,18,0,1
330082,33,76,108,0,27,175,31,1,0
330083,33,53,125,1,30,169,39,0,1
330084,33,33,52,0,11,78,8,0,1
330085,33,36,57,1,9,45,10,0,0
330086,33,28,70,0,15,107,26,1,0
330087,33,67,91,0,14,150,30,0,2
330088,33,90,121,3,21,181,36,0,2
330089,33,53,142,1,18,184,25,0,2
330090,33,84,134,2,23,209,59,0,3
330091,33,47,82,1,20,114,15,2,0
330092,33,59,90,5,24,170,15,2,0
330093,33,46,91,5,29,196,19,1,0
330094,33,141,177,2,40,258,29,1,2
330095,33,57,76,1,16,125,17,0,0
330096,33,93,123,4,27,206,26,0,3
330097,33,61,85,1,10,144,37,0,0
330098,33,55,82,0,7,130,19,0,2
330099,33,92,110,4,9,159,27,0,5
330100,33,63,88,2,3,136,20,0,1
330101,33,49,89,2,9,112,11,0,1
330102,33,86,114,2,25,161,25,0,0
330103,33,87,128,0,31,199,40,0,0
330104,33,14,27,0,6,42,5,0,0
330105,33,50,93,1,15,160,18,0,1
330106,33,25,75,1,13,105,22,0,0
330107,33,98,180,1,26,239,54,1,2
330108,33,104,164,1,53,312,38,0,2
330109,33,94,113,2,27,157,26,0,4
330110,33,15,29,0,3,35,4,0,0
330111,33,18,24,0,8,45,7,0,0
330112,33,39,63,2,10,125,9,1,0
330113,33,20,41,0,8,47,4,0,0
330114,33,30,31,1,4,56,18,0,0
330115,33,16,18,0,2,18,8,0,0
330116,33,44,66,1,20,110,16,0,0
330117,33,23,42,0,7,68,14,0,0
330118,33,26,45,1,9,72,10,0,0
330119,33,26,34,3,3,45,24,2,0
330120,33,57,64,3,19,141,35,3,0
330121,33,39,49,0,8,98,11,0,0
330122,33,27,41,2,6,69,10,0,1
330123,33,31,60,0,6,89,30,1,1
330124,33,48,74,2,18,143,32,0,1
330125,33,40,67,1,8,161,25,3,0
330126,33,24,22,0,13,58,22,0,0
330127,33,28,46,0,11,77,28,1,0
330128,33,29,43,0,18,87,18,0,1
330129,33,92,109,2,32,199,39,0,2
330130,33,65,93,4,17,121,34,3,0
330131,33,78,86,3,23,166,29,0,0
330132,33,21,34,1,6,60,4,0,1
330133,33,32,71,0,8,103,15,0,1
330134,33,37,32,1,14,77,18,3,1
330135,33,28,23,0,4,39,11,0,0
330136,33,0,1,0,0,9,1,0,0
330137,33,24,61,1,15,92,9,0,2
330138,33,62,68,0,28,140,21,0,1
330139,33,32,54,0,8,89,22,0,0
330140,33,42,69,0,19,101,27,0,0
330141,33,12,12,2,7,26,2,0,0
330142,33,56,78,0,13,167,24,1,0
330143,33,79,141,2,22,173,24,0,0
330144,33,73,131,0,21,153,33,2,0
330145,33,51,65,1,10,76,20,0,0
330146,33,40,81,0,12,82,13,0,0
330147,33,128,134,1,25,231,50,0,0
330148,33,51,113,3,17,138,39,1,0
330149,33,25,49,0,8,78,26,1,0
330150,33,28,33,2,5,73,19,0,0
330151,33,30,48,0,5,93,19,0,0
330152,33,34,44,0,6,61,16,0,0
330153,33,7,5,0,7,14,2,0,0
330154,33,6,8,0,1,18,3,0,0
330155,33,36,38,0,9,42,6,0,1
330156,33,41,52,0,18,83,15,0,1
330157,33,10,12,0,3,14,4,0,0
330158,33,66,130,2,12,153,28,0,1
330159,33,25,36,0,6,41,30,0,1
330160,33,20,28,1,3,39,11,0,0
330161,33,49,51,1,12,93,21,0,0
330162,33,71,85,3,8,123,23,1,0
330163,33,67,218,1,17,151,31,1,1
330164,33,57,68,1,9,153,29,0,1
330165,33,60,78,0,24,152,27,0,2
330166,33,23,47,3,5,74,24,0,0
330167,33,19,22,1,6,43,17,0,0
330168,33,16,19,1,17,56,11,0,0
330169,33,61,60,1,14,99,31,0,1
330170,33,45,70,2,17,108,37,1,0
330171,33,28,45,0,9,79,23,0,0
330172,33,27,46,0,8,74,18,0,1
330173,33,24,48,3,11,93,19,0,0
330174,33,25,71,0,6,76,29,0,0
330175,33,45,98,2,18,178,36,5,2
330176,33,102,142,7,25,226,43,0,0
330177,33,38,40,1,7,82,11,0,2
330178,33,54,75,1,11,132,39,0,0
330179,33,105,184,3,29,229,38,0,1
330180,33,117,206,1,27,224,47,0,2
330181,33,76,124,2,22,171,27,0,0
330182,33,45,72,1,11,120,22,1,0
330183,33,76,114,4,24,178,31,2,2
330184,33,75,109,1,24,168,20,0,0
330185,33,54,52,1,8,103,14,2,0
330186,33,43,76,0,15,97,15,0,3
330187,33,62,103,0,14,169,30,0,0
330188,33,86,111,1,21,155,27,0,2
330189,33,98,154,2,36,214,40,2,0
330190,33,76,116,5,20,164,40,0,4
330191,33,64,109,3,27,188,22,0,0
330192,33,69,101,2,16,123,39,3,0
330193,33,74,96,1,13,115,26,0,0
330194,33,43,71,5,14,95,34,0,1
330195,33,79,110,1,22,153,34,0,1
330196,33,64,51,1,9,65,15,0,0
330197,33,34,45,1,4,82,9,1,0
330198,33,30,43,1,7,72,13,0,0
330199,33,95,120,1,11,241,54,2,2
330200,33,67,103,0,24,143,31,3,0
330201,33,67,95,1,12,153,42,0,2
330202,33,79,154,2,24,184,57,0,0
330203,33,45,78,1,13,126,22,0,0
330204,33,35,62,0,7,96,19,0,0
330205,33,40,65,0,10,94,23,0,0
330206,33,76,69,1,22,115,27,0,0
330207,33,37,62,2,7,100,29,0,0
330208,33,101,141,2,21,188,22,0,1
330209,33,51,50,0,9,126,32,0,0
330210,33,19,26,0,1,56,13,0,1
330211,33,50,48,0,12,100,15,0,0
330212,33,74,82,2,13,137,33,1,0
330213,33,23,30,0,10,52,6,0,1
330214,33,30,33,0,4,36,6,0,0
330215,33,26,51,0,8,55,18,0,1
330216,33,9,20,0,2,32,3,0,2
330217,33,17,23,0,9,37,12,0,0
330218,33,33,40,0,7,25,8,0,3
330219,33,33,58,0,7,61,12,0,0
330220,33,34,46,3,12,55,9,0,2
330221,33,24,57,1,6,78,14,0,0
330222,33,12,27,0,4,66,17,0,1
330223,33,20,46,1,11,74,18,0,1
330224,33,13,5,1,1,17,0,0,0
330225,33,30,74,3,10,87,18,0,1
330226,33,23,45,0,7,82,20,0,2
330227,33,43,73,0,10,113,24,0,0
330228,33,29,41,0,9,90,27,0,0
330229,33,5,7,1,2,28,6,0,0
330230,33,30,23,0,0,52,6,0,1
330231,33,23,15,0,5,56,9,0,0
330232,33,37,41,2,10,96,20,0,1
330233,33,19,15,0,4,35,10,0,0
330234,33,12,48,2,7,81,20,1,0
330235,33,30,36,2,11,104,11,0,0
330236,33,18,14,0,6,64,13,0,0
330237,33,28,43,0,6,65,17,0,0
330238,33,33,40,0,4,70,15,0,1
330239,33,25,51,1,14,51,10,0,0
330240,33,13,36,0,0,34,19,0,0
330241,33,26,53,0,7,88,29,0,2
330242,33,36,34,0,8,84,35,0,4
330243,33,20,28,0,7,62,11,0,0
330244,33,28,35,1,2,74,15,0,2
330245,33,54,77,1,13,132,21,2,0
330246,33,47,77,1,7,104,27,3,0
330247,33,59,100,1,13,210,50,0,2
330248,33,13,16,0,4,35,4,0,0
330249,33,9,21,0,2,45,13,0,1
330250,33,61,88,0,14,139,33,3,1
330251,33,53,86,0,19,136,23,0,0
330252,33,42,47,0,6,63,44,1,1
330253,33,25,40,2,11,108,50,0,3
330254,33,33,42,2,17,67,15,0,0
330255,33,50,76,0,10,133,18,0,1
330256,33,34,58,1,10,97,21,0,0
330257,33,55,109,2,11,96,35,2,0
330258,33,93,105,3,28,135,27,0,0
330259,33,75,125,2,20,149,37,0,0
330260,33,89,126,4,19,195,42,0,3
330261,33,136,204,3,47,216,40,0,2
330262,33,41,80,2,12,93,17,0,0
330263,33,94,149,1,26,151,29,1,0
330264,33,72,107,2,34,98,23,0,1
330265,33,53,117,0,24,123,24,0,1
330266,33,58,69,0,16,74,11,0,0
330267,33,66,107,1,16,104,26,0,1
330268,33,57,122,0,15,59,29,1,0
330269,33,130,165,3,31,150,29,0,0
330270,33,104,180,2,37,202,36,0,0
330271,33,66,126,4,17,127,29,0,1
330272,33,82,142,2,30,188,30,0,2
330273,33,20,44,1,4,69,17,0,0
330274,33,88,168,5,20,125,28,0,4
330275,33,63,143,3,11,137,29,0,1
330276,33,130,193,4,19,202,34,0,0
330277,33,129,203,1,24,224,26,2,3
330278,33,28,31,0,5,33,1,1,0
330279,33,60,76,2,20,110,16,0,0
330280,33,102,140,1,9,102,25,0,0
330281,33,71,97,3,23,167,23,0,0
330282,33,47,88,1,30,138,17,0,0
330283,33,90,156,3,33,241,31,0,2
330284,33,45,100,2,11,147,19,0,0
