BUREAU DE VOTE,DEPARTEMENT,ARNAUD MONTEBOURG,MARTINE AUBRY,JEAN-MICHEL BAYLET,MANUEL VALLS,FRANCOIS HOLLANDE,SEGOLENE ROYAL,VOTES BLANCS,VOTES NULS
10001,01,45,74,2,24,79,15,0,1
10002,01,82,83,0,24,138,20,0,0
10003,01,46,82,1,14,66,22,0,0
10004,01,30,46,0,6,42,5,0,0
10005,01,40,67,0,8,71,9,1,0
10006,01,87,66,1,7,85,7,1,0
10007,01,128,180,2,27,196,36,2,0
10008,01,43,52,2,11,61,13,0,0
10009,01,20,22,2,2,16,4,0,0
10010,01,46,35,1,7,61,10,1,0
10011,01,57,76,2,20,90,12,0,1
10012,01,51,65,2,13,66,18,1,0
10013,01,100,73,2,8,82,16,0,2
10014,01,74,61,2,12,96,12,0,1
10015,01,50,81,1,30,101,16,0,1
10016,01,43,42,2,11,59,15,0,0
10017,01,57,51,4,7,75,14,0,0
10018,01,57,80,1,9,87,16,0,0
10019,01,56,57,2,20,76,17,1,0
10020,01,137,159,1,45,219,39,0,1
10021,01,94,143,4,43,196,24,0,0
10022,01,118,183,8,42,272,35,2,0
10023,01,72,84,6,12,109,6,0,1
10024,01,50,60,2,10,55,13,0,0
10025,01,31,86,0,20,78,10,0,1
10026,01,73,97,0,16,120,13,0,0
10027,01,47,75,1,9,61,10,0,1
10028,01,61,76,4,30,97,22,0,1
10029,01,120,128,4,29,139,31,0,0
10030,01,83,84,0,8,95,13,0,1
10031,01,36,48,1,9,76,15,0,1
10032,01,84,96,3,25,164,24,0,2
10033,01,57,44,2,7,53,6,0,0
10034,01,54,78,1,21,89,33,0,1
10035,01,23,35,1,8,51,6,0,1
10036,01,22,27,0,0,29,5,0,0
10037,01,58,43,0,9,25,10,0,0
10038,01,87,75,2,16,120,22,0,1
10039,01,80,110,4,15,97,9,0,0
10040,01,70,74,4,23,106,7,0,0
10041,01,77,84,0,17,96,17,0,0
10042,01,43,57,0,7,81,11,0,0
10043,01,191,89,0,20,149,15,0,1
10044,01,131,51,0,7,90,11,0,0
10045,01,193,101,4,26,160,17,0,2
10046,01,77,73,13,16,97,18,0,0
10047,01,52,59,2,11,99,14,0,1
10048,01,142,171,8,36,186,34,0,1
10049,01,84,77,3,22,101,10,0,0
10050,01,68,86,0,12,92,17,0,1
10051,01,49,66,1,9,72,20,0,0
10052,01,61,77,2,17,72,18,0,1
10053,01,53,60,3,13,74,10,0,0
10054,01,162,207,4,18,251,37,0,0
10055,01,60,83,2,24,113,18,0,0
10056,01,81,88,0,16,109,25,0,0
10057,01,105,151,3,25,152,24,0,1
10058,01,118,171,1,35,184,16,0,2
10059,01,112,105,2,25,157,22,0,0
10060,01,33,39,0,9,54,5,0,0
10061,01,89,67,0,14,89,8,0,1
10062,01,53,52,2,10,96,7,0,0
10063,01,58,58,3,11,72,11,0,0
20001,02,19,69,1,4,115,16,0,0
20002,02,18,50,0,1,39,8,0,0
20003,02,25,78,0,18,83,14,1,1
20004,02,22,38,0,9,39,3,0,0
20005,02,11,43,2,2,109,6,0,8
20006,02,3,13,0,1,59,5,2,1
20007,02,13,30,0,7,91,4,0,0
20008,02,1,8,0,2,18,5,0,0
20009,02,0,13,0,1,72,2,1,0
20010,02,5,15,0,1,39,4,0,0
20011,02,11,37,1,6,90,8,0,1
20012,02,12,24,0,2,66,2,0,0
20013,02,124,217,1,17,221,45,0,2
20014,02,40,84,0,10,95,7,0,0
20015,02,23,40,1,6,49,8,0,0
20016,02,24,121,0,8,144,22,0,0
20017,02,35,110,3,11,145,31,1,0
20018,02,13,44,1,3,94,14,0,1
20019,02,42,59,1,8,118,15,0,1
20020,02,11,53,0,3,68,5,0,2
20021,02,49,73,0,12,170,16,0,1
20022,02,21,51,0,3,61,9,0,0
20023,02,9,23,1,4,62,2,0,1
20024,02,10,20,0,4,54,7,0,0
20025,02,39,100,1,14,149,23,0,1
20026,02,38,88,0,9,153,27,0,2
20027,02,20,70,2,8,98,23,0,1
20028,02,31,42,2,1,144,11,0,1
20029,02,15,47,11,10,70,8,0,1
20030,02,11,29,1,1,28,10,0,0
20031,02,11,24,0,3,25,7,0,1
20032,02,21,28,1,0,41,4,0,0
20033,02,1,32,0,3,29,11,0,3
20034,02,24,57,3,11,86,3,0,0
20035,02,17,49,1,3,27,0,0,0
20036,02,14,42,0,2,33,7,0,1
20037,02,58,98,3,13,139,16,0,1
20038,02,33,87,1,10,97,11,0,1
20039,02,19,43,1,5,67,3,0,0
20040,02,11,37,0,10,46,12,0,0
20041,02,29,43,5,5,70,17,0,0
20042,02,26,33,3,5,55,14,1,0
20043,02,45,84,8,14,89,19,0,1
20044,02,31,78,4,9,110,23,0,0
20045,02,29,77,1,8,75,15,0,1
20046,02,8,31,0,3,54,7,0,0
20047,02,17,60,0,7,79,12,0,0
20048,02,55,111,4,19,176,22,0,1
20049,02,35,62,1,9,95,16,0,0
20050,02,39,60,1,9,75,21,0,1
20051,02,8,43,1,4,68,9,0,0
20052,02,23,64,2,6,89,6,0,0
20053,02,55,99,2,20,88,18,0,2
20054,02,30,26,2,6,37,8,0,0
20055,02,21,41,2,12,57,10,0,0
20056,02,36,84,1,7,99,28,0,2
20057,02,46,64,0,7,88,12,0,2
20058,02,25,50,3,8,92,18,0,0
20059,02,34,58,0,4,60,9,0,0
20060,02,11,26,0,2,42,2,0,0
20061,02,53,85,2,13,136,17,0,0
20062,02,25,49,1,4,74,12,1,0
20063,02,14,30,0,5,51,11,0,0
20064,02,28,69,0,10,50,5,0,0
20065,02,22,96,5,10,162,30,0,0
20066,02,15,28,0,8,46,4,0,0
30001,03,33,43,8,8,77,12,0,0
30002,03,35,49,0,5,78,13,0,2
30003,03,40,56,1,8,89,10,0,1
30004,03,38,53,0,5,91,10,0,1
30005,03,33,71,2,4,111,15,0,0
30006,03,77,91,11,30,196,28,0,1
30007,03,92,166,0,26,346,49,0,3
30008,03,56,106,7,20,154,24,0,0
30009,03,48,45,5,14,80,7,0,1
30010,03,31,24,2,3,50,6,0,0
30011,03,26,26,2,2,42,7,0,1
30012,03,20,35,0,6,93,9,0,0
30013,03,25,41,1,2,38,7,0,0
30014,03,59,57,8,15,130,19,0,1
30015,03,40,132,1,15,145,26,0,2
30016,03,24,47,1,6,116,11,0,1
30017,03,32,55,0,4,74,12,0,0
30018,03,27,40,2,16,73,16,0,1
30019,03,31,30,2,4,47,6,0,0
30020,03,57,94,14,13,129,19,0,0
30021,03,33,53,1,8,67,14,0,1
30022,03,39,52,3,6,70,9,0,0
30023,03,33,70,2,8,78,18,0,1
30024,03,17,27,0,2,35,3,1,0
30025,03,54,78,1,13,147,10,0,2
30026,03,37,71,4,7,98,17,0,0
30027,03,45,75,2,9,112,22,0,0
30028,03,107,128,0,11,221,39,2,2
30029,03,74,105,2,13,204,12,0,2
30030,03,30,29,0,2,48,15,2,0
30031,03,46,29,0,10,67,10,0,1
30032,03,67,75,0,15,133,15,0,0
30033,03,68,55,0,10,65,18,0,1
30034,03,42,50,0,10,86,9,0,0
30035,03,82,47,1,9,96,9,0,1
30036,03,43,35,14,7,93,13,0,0
30037,03,31,37,4,6,53,10,0,0
30038,03,88,106,6,17,189,27,0,0
30039,03,20,19,0,0,51,9,1,0
30040,03,59,83,3,5,106,23,0,0
30041,03,37,46,3,12,55,13,0,0
30042,03,90,113,4,21,200,27,2,0
30043,03,47,79,9,12,149,37,0,2
30044,03,46,63,2,7,94,27,0,0
30045,03,25,60,1,6,70,8,0,1
30046,03,15,17,0,2,41,2,0,0
30047,03,19,28,1,3,63,13,0,0
30048,03,47,29,0,5,70,9,0,0
30049,03,47,73,0,10,154,25,0,1
40001,04,28,17,0,7,23,14,1,0
40002,04,66,65,0,9,80,38,1,0
40003,04,36,42,1,9,60,30,0,0
40004,04,39,36,0,11,71,16,0,0
40005,04,41,36,0,5,42,12,0,0
40006,04,77,126,8,16,150,18,0,1
40007,04,49,48,1,14,54,26,1,1
40008,04,42,40,1,11,57,23,0,0
40009,04,40,46,1,8,51,17,0,1
40010,04,19,17,2,4,36,3,1,0
40011,04,80,110,1,19,106,25,0,1
40012,04,76,96,1,17,145,28,1,3
40013,04,84,59,2,13,83,39,0,2
40014,04,57,66,2,16,82,19,0,2
40015,04,59,60,2,14,72,18,0,0
40016,04,24,34,1,8,45,10,0,0
40017,04,26,30,1,10,63,19,0,1
40018,04,123,153,1,45,185,52,0,0
40019,04,19,16,1,4,12,13,0,0
40020,04,18,11,1,0,23,8,0,1
40021,04,19,21,0,2,15,6,1,2
40022,04,50,59,1,23,70,30,0,2
40023,04,7,17,0,2,7,5,0,2
40024,04,36,43,1,6,86,16,0,1
40025,04,29,20,0,1,22,4,0,0
40026,04,19,15,0,4,36,7,0,0
40027,04,49,39,0,8,69,15,0,0
40028,04,56,47,2,18,66,16,0,0
40029,04,128,116,0,26,149,43,1,1
40030,04,75,68,3,13,66,22,0,0
40031,04,22,19,0,9,28,14,0,0
40032,04,33,17,0,7,22,6,0,0
40033,04,25,30,0,14,74,12,0,0
40034,04,5,9,0,4,11,1,0,1
40035,04,53,78,4,18,91,22,1,3
40036,04,46,72,2,18,108,24,1,0
40037,04,17,14,1,2,30,9,0,0
40038,04,9,12,0,4,10,9,0,0
40039,04,48,48,0,6,55,16,0,0
40040,04,19,24,1,6,16,3,0,0
40041,04,43,52,1,16,62,21,0,0
40042,04,39,18,0,4,33,18,0,0
40043,04,75,63,4,7,102,19,1,1
50001,05,85,144,4,18,129,33,2,0
50002,05,41,48,4,6,35,10,1,1
50003,05,57,74,2,9,69,11,0,0
50004,05,28,35,1,5,54,8,0,0
50005,05,30,51,0,8,46,8,0,0
50006,05,101,150,3,24,125,30,1,1
50007,05,74,66,3,17,76,12,0,1
50008,05,54,82,3,9,85,9,2,1
50009,05,8,9,0,4,11,1,0,0
50010,05,47,73,3,19,88,27,1,0
50011,05,70,102,14,7,99,14,0,2
50012,05,13,11,1,0,23,7,0,0
50013,05,27,26,1,4,26,3,0,1
50014,05,75,109,2,12,91,22,0,0
50015,05,24,31,1,3,38,9,0,0
50016,05,17,28,0,7,28,4,0,1
50017,05,23,34,1,3,48,11,1,0
50018,05,10,10,0,1,13,3,0,0
50019,05,75,57,0,4,101,24,1,1
50020,05,28,24,1,7,37,7,0,2
50021,05,49,81,2,9,52,21,0,1
50022,05,38,28,2,2,32,10,0,0
50023,05,27,81,1,6,41,6,1,0
50024,05,31,35,3,2,22,3,0,0
50025,05,26,49,0,11,44,20,0,1
50026,05,49,58,1,18,81,11,0,0
50027,05,29,49,1,8,72,5,2,0
50028,05,50,79,0,21,72,16,2,0
50029,05,40,66,2,16,70,12,0,0
50030,05,42,53,3,12,60,7,0,2
50031,05,59,102,0,17,116,25,0,1
50032,05,21,80,1,8,56,15,0,1
50033,05,28,20,4,3,28,12,0,0
60001,06,37,46,1,8,70,17,1,0
60002,06,77,97,2,23,158,29,0,3
60003,06,5,17,0,2,24,0,0,0
60004,06,52,72,0,16,105,14,0,0
60005,06,37,40,0,5,54,19,0,0
60006,06,48,105,1,10,143,25,0,0
60007,06,27,40,0,9,65,11,0,0
60008,06,113,110,4,26,130,28,1,3
60009,06,43,46,3,12,44,20,0,0
60010,06,92,89,3,36,166,33,0,3
60011,06,45,51,1,0,46,11,0,0
60012,06,10,12,0,6,23,6,0,0
60013,06,22,15,1,6,32,5,0,0
60014,06,52,60,1,13,70,18,0,1
60015,06,48,76,3,17,88,26,0,0
60016,06,32,55,1,15,57,19,0,0
60017,06,23,51,0,7,38,18,0,0
60018,06,82,107,5,35,158,18,0,1
60019,06,89,159,3,44,172,15,0,2
60020,06,71,128,1,30,185,33,0,3
60021,06,46,44,1,18,74,15,0,0
60022,06,73,124,2,28,170,41,0,4
60023,06,33,52,0,12,88,19,0,0
60024,06,31,39,0,10,59,8,0,0
60025,06,51,56,0,13,98,18,0,2
60026,06,41,50,2,6,59,12,0,0
60027,06,62,108,3,18,115,23,0,1
60028,06,58,59,3,20,106,26,0,2
60029,06,72,71,0,12,106,25,0,0
60030,06,26,42,2,10,59,23,1,1
60031,06,29,31,4,3,46,6,0,0
60032,06,59,77,1,14,100,20,2,0
60033,06,26,68,1,12,78,12,0,1
60034,06,50,71,1,10,100,23,0,0
60035,06,73,110,1,27,111,31,0,0
60036,06,59,70,0,30,112,17,0,0
60037,06,38,57,0,8,84,15,1,1
60038,06,58,82,2,22,113,24,0,0
60039,06,57,82,2,13,82,34,0,0
60040,06,56,97,0,37,165,26,1,0
60041,06,47,85,1,17,94,13,0,1
60042,06,6,9,0,3,27,8,0,0
60043,06,7,16,0,3,20,11,0,0
60044,06,23,43,1,6,42,10,0,1
60045,06,90,100,1,22,126,30,0,1
60046,06,54,76,2,25,97,25,0,1
60047,06,20,29,0,6,29,5,0,0
60048,06,27,95,1,14,117,22,0,0
60049,06,56,56,0,17,120,17,0,0
60050,06,15,53,2,8,40,6,0,0
60051,06,40,76,0,8,97,12,0,0
60052,06,13,59,0,4,36,17,0,0
60053,06,51,93,1,18,110,20,0,0
60054,06,51,57,3,14,77,20,0,0
60055,06,97,90,0,21,119,39,0,0
60056,06,18,25,0,5,58,11,0,1
60057,06,6,22,0,8,37,6,0,1
60058,06,15,31,0,1,75,13,0,1
60059,06,38,62,0,13,87,14,0,0
60060,06,35,62,1,14,97,20,0,0
60061,06,43,80,4,14,85,20,0,0
60062,06,80,89,3,24,102,30,0,0
60063,06,3,21,3,3,24,4,0,0
60064,06,45,81,0,25,109,23,0,1
60065,06,49,63,2,15,65,18,2,2
60066,06,82,83,3,21,96,31,0,1
60067,06,18,26,0,3,32,7,0,0
60068,06,25,42,0,14,52,20,0,1
60069,06,47,70,1,17,101,15,0,0
60070,06,44,66,1,7,83,23,0,0
60071,06,45,51,0,14,98,26,0,0
60072,06,36,39,1,21,96,23,0,1
60073,06,42,70,1,13,101,20,0,0
60074,06,61,74,1,8,135,27,0,7
60075,06,42,57,1,11,62,10,0,0
60076,06,24,16,1,3,23,5,0,1
60077,06,59,62,0,14,97,15,0,0
60078,06,44,58,1,12,71,11,0,0
60079,06,18,13,0,5,37,2,0,0
60080,06,28,34,0,11,43,7,0,0
60081,06,38,65,4,18,85,18,0,0
60082,06,82,122,1,26,152,25,0,2
60083,06,58,62,1,14,99,28,0,2
60084,06,50,56,4,36,103,30,0,1
60085,06,33,66,0,9,67,9,0,0
60086,06,48,51,0,5,77,11,0,0
60087,06,48,55,0,7,75,15,0,1
60088,06,44,54,0,10,53,14,0,0
60089,06,50,80,1,25,117,22,0,0
60090,06,61,77,1,9,130,19,0,2
60091,06,35,55,1,19,49,6,0,1
60092,06,13,16,2,7,33,13,0,0
60093,06,49,91,1,27,100,27,0,0
60094,06,19,23,1,1,21,8,0,0
60095,06,47,78,3,18,125,31,0,1
60096,06,94,144,5,22,180,37,0,2
60097,06,39,37,2,11,80,22,0,4
60098,06,41,52,0,15,58,11,0,0
60099,06,27,31,2,9,47,20,0,0
60100,06,35,49,1,22,90,14,0,0
60101,06,55,52,0,17,70,19,0,0
60102,06,34,49,1,6,53,11,0,0
60103,06,37,50,0,10,93,18,0,0
60104,06,38,33,1,10,64,10,2,2
60105,06,24,48,1,5,65,13,0,1
60106,06,20,19,2,4,47,8,0,1
60107,06,26,49,0,7,100,13,0,0
60108,06,33,37,0,12,95,25,1,1
60109,06,23,35,1,15,38,6,0,2
60110,06,44,77,1,20,100,18,0,1
60111,06,83,148,2,34,188,33,1,1
60112,06,19,24,0,4,29,4,0,0
60113,06,19,14,0,3,22,10,0,0
60114,06,12,23,0,3,23,6,0,0
60115,06,24,6,0,3,24,5,0,0
60116,06,54,87,0,15,130,36,1,0
60117,06,60,110,4,28,136,44,0,0
60118,06,35,51,0,12,85,35,0,1
60119,06,80,112,4,22,153,30,1,0
60120,06,56,77,5,25,105,17,0,1
60121,06,87,120,5,19,103,29,0,0
60122,06,50,58,5,13,99,16,1,1
60123,06,15,19,0,2,18,8,1,1
60124,06,30,24,0,4,45,6,0,0
60125,06,49,68,2,8,54,16,0,1
60126,06,31,44,0,12,57,15,0,0
60127,06,54,47,1,8,86,15,0,0
60128,06,33,63,0,16,97,24,0,0
60129,06,14,23,2,4,28,9,1,1
60130,06,57,65,5,12,74,28,1,1
60131,06,65,69,7,30,111,27,0,2
60132,06,78,87,2,28,140,34,0,1
60133,06,64,101,3,19,146,19,0,0
70001,07,20,25,0,1,35,9,0,0
70002,07,76,93,0,23,170,17,0,0
70003,07,163,174,6,29,296,43,0,2
70004,07,51,102,0,8,74,20,0,0
70005,07,34,55,4,6,32,6,0,0
70006,07,83,57,2,12,88,13,0,1
70007,07,53,43,2,8,93,12,0,0
70008,07,95,109,2,30,229,23,3,1
70009,07,43,40,2,6,76,9,1,0
70010,07,34,20,1,9,45,7,0,1
70011,07,93,118,2,22,153,37,0,4
70012,07,47,47,0,7,83,13,0,0
70013,07,110,129,3,19,174,45,0,1
70014,07,24,17,0,2,21,3,0,0
70015,07,44,53,0,10,86,22,0,2
70016,07,7,12,0,2,37,13,1,0
70017,07,34,52,0,6,37,3,0,1
70018,07,102,173,0,22,168,18,0,5
70019,07,61,119,2,7,97,16,0,0
70020,07,32,44,0,5,49,10,0,0
70021,07,39,58,0,2,68,15,0,0
70022,07,147,181,2,30,263,32,0,2
70023,07,80,61,2,40,137,26,1,0
70024,07,42,48,0,16,63,14,0,0
70025,07,35,57,0,21,57,14,0,2
70026,07,28,50,1,9,66,22,0,0
70027,07,49,51,1,4,68,16,0,2
70028,07,23,57,1,12,51,6,0,0
70029,07,22,41,0,3,40,12,1,0
70030,07,29,60,1,10,54,5,0,0
70031,07,34,41,0,12,61,13,1,1
70032,07,45,49,0,14,54,8,0,1
70033,07,53,74,1,10,68,17,0,0
70034,07,69,104,1,19,114,24,1,1
70035,07,38,58,2,14,95,6,0,1
70036,07,32,30,0,1,63,9,0,1
70037,07,12,21,0,1,36,5,0,1
70038,07,59,62,2,15,107,23,0,0
70039,07,169,168,3,24,269,48,0,3
70040,07,108,116,1,28,160,32,0,1
70041,07,29,61,0,8,67,11,0,2
70042,07,45,62,0,11,98,16,0,0
70043,07,101,223,2,38,185,34,2,0
70044,07,59,117,0,6,67,9,0,3
70045,07,132,223,2,34,224,30,0,0
70046,07,32,48,1,10,74,15,0,0
70047,07,29,44,1,6,40,4,0,0
70048,07,46,69,0,14,116,19,0,1
70049,07,46,66,2,5,70,20,0,0
70050,07,92,60,0,15,85,14,0,0
70051,07,84,117,2,14,135,22,0,3
70052,07,105,106,0,10,105,25,0,1
70054,07,26,57,2,5,71,11,1,0
70055,07,46,41,1,15,68,14,0,0
70056,07,21,30,0,5,32,2,0,2
70057,07,19,28,0,4,38,2,0,0
70058,07,8,21,0,0,19,5,0,0
70059,07,11,4,0,3,17,1,0,0
70060,07,64,102,1,13,96,9,0,1
80001,08,16,19,0,3,42,14,0,0
80002,08,19,17,0,1,50,5,0,0
80003,08,9,42,0,4,81,15,0,1
80004,08,5,7,0,3,16,7,0,0
80005,08,46,141,3,5,139,22,0,1
80006,08,13,19,0,0,34,8,0,0
80007,08,6,34,0,2,23,9,1,0
80008,08,27,92,0,3,94,5,0,0
80009,08,18,105,0,9,177,20,1,4
80010,08,118,262,1,28,398,47,0,3
80011,08,16,33,1,1,41,12,0,0
80012,08,14,32,0,8,66,17,0,1
80013,08,16,33,0,0,29,10,0,0
80014,08,10,36,0,1,39,10,0,1
80015,08,13,33,0,4,37,12,0,0
80016,08,40,80,0,11,136,20,0,1
80017,08,52,82,0,10,177,27,0,1
80018,08,25,69,1,3,109,16,0,0
80019,08,16,56,0,6,31,5,0,0
80020,08,6,18,1,2,32,9,0,1
80021,08,33,83,1,13,99,14,0,1
80022,08,12,16,0,1,37,11,0,1
80023,08,16,45,1,9,54,6,0,1
80024,08,15,21,0,4,52,7,0,1
80025,08,20,105,0,7,151,17,0,0
80026,08,107,240,1,31,290,41,0,1
80027,08,88,199,2,33,231,32,1,2
80028,08,8,55,2,5,78,9,0,0
80029,08,13,33,0,1,49,14,1,1
80030,08,33,69,0,7,111,17,0,0
80031,08,3,9,0,3,19,1,0,0
80032,08,4,10,1,0,11,4,0,0
80033,08,16,19,0,3,42,4,0,0
80034,08,52,146,1,23,139,37,0,1
80035,08,59,135,2,8,162,23,0,2
80036,08,28,133,1,8,134,19,0,1
80037,08,15,52,0,4,67,9,0,0
90001,09,63,116,2,7,77,16,0,1
90002,09,10,16,0,4,29,12,0,1
90003,09,39,34,1,3,83,14,0,0
90004,09,32,38,2,9,94,20,1,2
90005,09,40,55,3,19,158,17,0,2
90006,09,40,71,3,22,145,19,0,2
90007,09,50,84,0,6,121,27,0,1
90008,09,46,60,1,12,70,18,0,2
90009,09,49,52,2,11,105,42,1,0
90010,09,57,76,1,11,201,99,0,6
90011,09,12,12,0,2,29,7,0,0
90012,09,56,101,1,15,218,23,1,0
90013,09,77,91,4,13,187,35,0,2
90014,09,59,36,0,7,64,14,2,1
90015,09,35,51,3,8,112,15,0,0
90016,09,24,37,2,10,86,22,0,2
90017,09,41,64,2,5,112,11,0,1
90018,09,38,45,2,4,70,12,0,1
90019,09,37,37,3,5,59,10,0,0
90020,09,56,75,5,11,168,35,0,1
90021,09,90,126,7,26,211,35,0,3
90022,09,33,38,1,10,89,12,0,4
90023,09,77,99,5,11,234,36,1,2
90024,09,53,79,4,11,158,23,0,0
90025,09,62,74,2,12,167,32,0,1
90026,09,66,118,0,13,158,32,0,1
90027,09,35,60,1,6,71,26,0,4
90028,09,41,40,1,4,69,5,0,1
90029,09,51,32,2,9,71,26,0,1
90030,09,18,28,0,0,90,8,0,0
90031,09,45,61,0,8,130,12,0,4
90032,09,46,62,3,15,137,21,0,2
90033,09,42,44,5,13,136,28,0,1
90034,09,27,40,20,15,91,24,0,1
90035,09,48,128,2,20,163,38,0,2
90036,09,79,159,3,17,216,32,1,4
90037,09,34,59,1,15,158,21,1,1
90038,09,32,44,4,5,102,15,0,2
90039,09,94,123,5,15,180,28,0,1
90040,09,19,40,2,6,71,22,0,2
90041,09,29,39,3,4,90,18,0,0
90042,09,35,34,1,6,99,10,0,0
90043,09,15,21,2,5,76,12,0,3
90044,09,47,81,0,25,119,19,0,0
90045,09,5,14,1,5,71,2,0,1
100001,10,36,76,2,15,96,21,0,2
100002,10,11,21,1,4,41,4,0,1
100003,10,10,16,1,6,18,3,0,0
100004,10,38,37,1,7,64,13,0,0
100005,10,17,17,0,1,27,3,0,0
100006,10,18,55,1,4,66,24,1,0
100007,10,45,51,0,5,67,6,0,2
100008,10,30,43,1,23,74,11,0,0
100009,10,36,50,1,13,63,7,0,0
100010,10,17,48,0,0,37,7,0,0
100011,10,17,38,1,12,72,15,0,0
100012,10,11,15,0,1,29,13,0,0
100013,10,19,31,0,8,40,8,0,0
100014,10,27,36,0,5,48,16,0,0
100015,10,22,50,1,11,84,11,0,0
100016,10,5,25,0,2,27,4,0,1
100017,10,3,4,0,1,17,1,0,0
100018,10,44,59,0,14,60,11,0,0
100019,10,22,35,0,1,52,11,0,0
100020,10,21,59,0,6,76,11,0,0
100021,10,32,52,0,6,57,24,1,1
100022,10,4,11,0,5,8,1,0,0
100023,10,74,134,1,32,160,42,0,0
100024,10,45,55,0,12,81,21,0,0
100025,10,55,71,2,16,132,24,0,0
100026,10,34,52,5,5,66,19,0,0
100027,10,15,31,1,2,39,4,0,1
100028,10,70,123,0,23,216,36,0,3
100029,10,33,62,1,7,66,13,1,1
100030,10,11,19,0,3,37,12,0,0
100031,10,34,48,0,6,66,8,0,0
100032,10,26,23,0,6,27,5,0,1
100033,10,76,72,0,21,109,15,0,0
100034,10,73,75,1,12,107,15,0,0
100035,10,39,54,1,10,91,14,1,0
100036,10,41,44,0,11,74,14,0,1
100037,10,47,49,0,6,46,12,0,0
100038,10,54,62,0,8,86,11,0,0
110002,11,105,91,8,69,451,96,10,5
110003,11,67,94,8,34,259,59,1,1
110004,11,12,21,1,9,68,10,0,1
110005,11,8,4,1,2,42,9,0,2
110006,11,21,33,1,9,112,8,0,0
110007,11,18,15,2,5,44,10,0,0
110008,11,13,14,1,14,63,9,0,0
110009,11,39,33,3,8,87,18,0,4
110010,11,29,14,1,6,83,14,0,2
110011,11,8,3,0,4,36,8,0,0
110012,11,44,66,2,20,168,30,0,7
110013,11,57,45,1,12,99,18,3,0
110014,11,32,14,2,5,98,19,1,1
110015,11,32,21,1,4,96,21,0,4
110016,11,66,25,5,10,125,22,0,1
110017,11,30,27,0,11,89,15,0,1
110018,11,12,24,0,18,67,10,0,1
110019,11,33,42,1,15,136,39,0,1
110020,11,43,29,4,15,95,11,0,3
110021,11,39,46,3,20,144,30,0,3
110022,11,89,109,14,47,382,71,5,2
110023,11,10,20,0,9,64,11,0,2
110024,11,5,7,0,10,38,5,0,0
110025,11,36,30,3,4,70,21,0,0
110026,11,17,19,1,3,45,18,0,0
110027,11,89,69,2,14,183,38,0,2
110028,11,20,31,5,18,90,28,0,0
110029,11,18,24,3,6,76,8,0,0
110030,11,4,6,1,5,20,6,0,0
110031,11,102,112,3,42,318,62,0,5
110032,11,9,5,0,3,19,9,0,0
110033,11,79,119,2,23,205,50,2,3
110034,11,21,18,0,13,90,17,0,1
110035,11,41,38,2,17,172,27,0,2
110036,11,59,34,1,23,147,26,0,2
110037,11,23,20,2,8,53,11,0,1
110038,11,45,35,0,18,133,36,0,1
110039,11,36,32,0,12,66,22,0,1
110040,11,28,48,1,18,141,23,0,0
110041,11,29,23,0,4,92,14,0,2
110042,11,6,7,0,1,21,5,0,0
110043,11,7,11,0,1,24,6,0,0
110044,11,22,13,0,5,73,17,0,3
110045,11,10,4,1,3,36,11,0,1
110046,11,32,28,1,11,99,20,1,0
110047,11,67,50,6,38,187,82,0,7
110048,11,36,42,0,5,120,15,0,0
110049,11,24,26,0,3,57,7,0,0
110050,11,21,33,0,7,130,19,0,1
110051,11,29,42,1,14,103,17,0,3
110052,11,23,29,1,3,59,6,0,0
110053,11,67,80,3,18,160,29,0,1
110054,11,100,108,7,28,279,52,0,3
110055,11,29,20,1,7,73,9,0,0
110056,11,21,19,1,5,74,22,0,1
110057,11,19,28,1,11,82,22,0,2
110058,11,25,21,0,12,61,24,0,0
110059,11,22,31,2,13,123,14,0,0
110060,11,26,38,4,7,87,18,1,2
110061,11,15,17,2,8,85,8,0,2
110062,11,7,22,0,8,56,25,0,0
110063,11,9,5,1,0,13,3,0,0
110064,11,40,47,0,16,118,14,0,2
110065,11,26,25,1,10,71,14,0,1
110066,11,13,18,0,6,69,6,0,0
110067,11,15,11,0,11,69,10,0,0
110068,11,9,2,0,3,31,8,0,0
110069,11,14,30,2,12,76,17,0,1
110070,11,12,21,1,10,57,10,0,1
110071,11,51,45,2,12,80,30,1,2
110072,11,95,80,3,37,257,48,0,2
110073,11,17,16,1,4,41,7,0,1
110074,11,16,7,0,2,37,11,0,0
110075,11,25,21,1,7,145,18,0,0
110076,11,35,35,1,4,134,18,0,0
110077,11,14,6,0,14,67,17,0,3
110078,11,24,29,0,5,52,14,0,0
110079,11,10,11,0,5,69,15,0,2
110080,11,16,20,0,12,112,15,0,2
110081,11,23,14,0,4,73,10,0,0
110082,11,24,12,1,4,65,9,0,0
110083,11,17,14,0,7,72,13,0,0
110084,11,31,29,8,15,116,15,1,1
110085,11,8,19,3,4,50,10,0,0
110086,11,20,11,2,7,38,16,0,0
110087,11,21,12,1,8,47,10,1,0
110088,11,9,11,0,8,15,6,0,0
110089,11,8,6,1,5,40,4,0,0
110090,11,60,74,2,15,153,35,0,0
110091,11,39,34,1,12,61,15,0,0
110092,11,62,39,0,9,95,23,0,0
110093,11,50,102,0,21,163,41,0,1
110094,11,28,43,0,14,111,20,0,1
110095,11,48,49,2,14,87,27,0,1
